competencia_id,ciclo_siglas,orden_global,etapa,bloque,modulo_codigo,modulo_nombre,titulo,descripcion,nivel_objetivo,obligatoria_roadmap_base,basico_antes_de_empezar,horas_estimadas,prerrequisitos_ids,criterios_superacion,evidencia_minima,umbral_superacion,aplicable_a,fuente_titulo_url,fuente_curriculo_url,tipo_criterio,ultima_revision
MP-ENG-001,MP,31,2_aplicacion,Inglés profesional,0179,Inglés profesional (GS),Trabajar con briefs y comunicación de marketing en inglés,"Comprende documentación y redacta mensajes, informes y presentaciones breves.",1,sí,no,16,MP-BAS-002,Resume un brief en español || Redacta email y copy breve en inglés || Presenta resultados durante 2 minutos,Brief y presentación bilingüe,Comprensible y orientado a negocio,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-EMP-001,MP,32,3_empleabilidad,Empleabilidad,1709|1710,Itinerario personal para la empleabilidad I y II,Construir portfolio y candidatura de marketing,"Selecciona evidencias, explica decisiones y adapta CV a puestos concretos.",2,sí,no,18,MP-DAT-001|MP-DIS-001|MP-POL-003,"Portfolio incluye estrategia, pieza y resultados o métricas simuladas || CV usa vocabulario del puesto sin inventar experiencia || Matriz de brechas de tres ofertas","Portfolio, CV y matriz de brechas",Dos casos completos y candidatura adaptada,empleo|prácticas|beca|formación_en_empresa,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-PRJ-001,MP,33,4_proyecto,Proyecto intermodular,1012,Proyecto Intermodular de Marketing y Publicidad,Crear una campaña integrada de principio a fin,"Integra investigación, estrategia, creatividad, canales, presupuesto, ejecución, medición y legal.",3,sí,no,50,MP-POL-003|MP-DAT-001|MP-DIG-005|MP-DIS-001|MP-LEG-001,"Problema y público respaldados por información || Plan, piezas, presupuesto y medición están conectados || Incluye resultados simulados o reales y aprendizaje",Caso de campaña completo,Trazabilidad desde insight hasta evaluación,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
MP-PRJ-002,MP,34,4_proyecto,Proyecto intermodular,1012,Proyecto Intermodular de Marketing y Publicidad,Presentar y defender una propuesta,"Expone insight, decisión estratégica, creatividad, plan, inversión, riesgos y medición.",3,sí,no,8,MP-PRJ-001|MP-EMP-001,Pitch de 5 minutos || Muestra piezas y datos sin saturar || Responde objeciones y reconoce límites,Vídeo o presentación de pitch,Mensaje claro y decisión defendible,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2339,https://www.juntadeandalucia.es/boja/2014/90/15,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-BAS-001,AF,1,0_antes_de_empezar,Competencia digital básica,PRE,Preparación previa,Organizar archivos y documentación administrativa,"Clasifica documentos, aplica nombres consistentes, versiones, permisos y copias de seguridad.",0,sí,sí,5,,"Crea estructura por empresa, ejercicio y proceso || Localiza una versión concreta y explica su estado || Protege y respalda documentación sensible",Archivo administrativo ficticio organizado,3 de 3 criterios y sin datos reales,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-BAS-002,AF,2,0_antes_de_empezar,Ofimática,PRE,Preparación previa,Escribir con precisión y usar funciones básicas de Office,"Crea documentos, tablas y presentaciones legibles y usa atajos y revisión.",0,sí,sí,10,,Redacta un documento con estilos y tabla || Crea una hoja con fórmulas simples || Exporta correctamente a PDF,"Pack de documento, hoja y presentación",Sin errores de formato o cálculo esenciales,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-BAS-003,AF,3,0_antes_de_empezar,Cálculo básico,PRE,Preparación previa,"Operar con porcentajes, reglas de tres e importes","Calcula bases, descuentos, recargos, impuestos, intereses simples y variaciones.",0,sí,sí,10,,"Calcula porcentajes directos e inversos || Separa base, cuota y total || Comprueba resultado mediante estimación",Hoja con 20 ejercicios,80 % de resultados correctos,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-BAS-004,AF,4,0_antes_de_empezar,Comunicación,PRE,Preparación previa,Redactar correos y comunicaciones profesionales,"Escribe mensajes con asunto, contexto, petición, plazo, tono y cierre adecuados.",0,sí,sí,6,,Asunto permite identificar la acción || Mensaje contiene datos y petición necesarios || Mantiene tono profesional y revisa adjuntos,Tres correos de casos administrativos,Todos permiten actuar sin pedir aclaraciones esenciales,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-BAS-005,AF,5,0_antes_de_empezar,Seguridad y confidencialidad,PRE,Preparación previa,"Proteger datos, credenciales y documentación","Reconoce phishing, aplica mínimos accesos y evita compartir información por canales inadecuados.",0,sí,sí,6,AF-BAS-001,Detecta señales de fraude en dos correos || Aplica principio de mínimo acceso || Define procedimiento de envío y destrucción segura,Checklist de seguridad administrativa,Sin prácticas críticas inseguras,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-JUR-001,AF,6,1_fundamentos,Documentación jurídica,0647,Gestión de la documentación jurídica y empresarial,Distinguir formas jurídicas y órganos de la empresa,"Relaciona responsabilidad, capital, gestión y trámites con la forma jurídica.",1,sí,no,18,AF-BAS-004,Compara autónomo y sociedades habituales || Identifica órganos y responsabilidades || Justifica una forma para un caso sencillo,Tabla comparativa y recomendación,Comparación correcta y supuestos visibles,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-JUR-002,AF,7,1_fundamentos,Documentación jurídica,0647,Gestión de la documentación jurídica y empresarial,Preparar trámites de constitución y documentación oficial,"Identifica organismos, secuencia, plazos y documentos para actuaciones empresariales.",1,sí,no,20,AF-JUR-001|AF-BAS-001,Ordena trámites y responsables || Completa modelos simulados sin datos incoherentes || Mantiene registro de presentación y plazo,Expediente ficticio de constitución o modificación,Documentación completa y secuenciada,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-RRHH-001,AF,8,1_fundamentos,RRHH y RSC,0648,Recursos humanos y responsabilidad social corporativa,"Analizar organización, puestos y selección","Describe estructura, funciones, competencias y un proceso de selección no discriminatorio.",1,sí,no,20,AF-BAS-004,Crea organigrama y ficha de puesto || Define criterios relacionados con el trabajo || Diseña proceso con trazabilidad e igualdad,"Organigrama, puesto y proceso de selección",Criterios objetivos y documentación completa,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-RRHH-002,AF,9,2_aplicacion,RRHH y RSC,0648,Recursos humanos y responsabilidad social corporativa,"Aplicar responsabilidad social, igualdad y protección","Integra ética, sostenibilidad, igualdad, prevención y privacidad en políticas internas.",2,sí,no,16,AF-RRHH-001|AF-BAS-005,Identifica grupos afectados || Define medidas e indicadores || Evita recopilar o divulgar datos innecesarios,Política interna breve con indicadores,"Medidas concretas, responsables y revisión",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-OFI-001,AF,10,1_fundamentos,Ofimática,0649,Ofimática y proceso de la información,Crear documentos administrativos mediante estilos y plantillas,"Automatiza cartas, informes, formularios y combinaciones de correspondencia.",1,sí,no,20,AF-BAS-002,"Usa estilos, secciones y numeración || Crea plantilla reutilizable || Genera combinación de correspondencia con datos ficticios",Plantilla y lote de documentos,Formato consistente y datos correctamente combinados,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-OFI-002,AF,11,1_fundamentos,Ofimática,0649,Ofimática y proceso de la información,Usar Excel para gestión administrativa,"Aplica tablas, referencias, funciones lógicas, búsquedas, validación, filtros y gráficos.",1,sí,no,28,AF-BAS-003|AF-BAS-002,Usa referencias absolutas y relativas || Aplica funciones de búsqueda y lógicas || Valida entradas y resume datos con tabla dinámica o equivalente,Libro de control administrativo,Fórmulas correctas y entradas controladas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-OFI-003,AF,12,2_aplicacion,Ofimática,0649,Ofimática y proceso de la información,Automatizar limpieza y consolidación de datos,"Importa CSV, transforma columnas, relaciona tablas y actualiza informes.",2,sí,no,22,AF-OFI-002,Importa dos fuentes sin copiar manualmente || Documenta transformaciones || Actualiza resultados al sustituir archivos de origen,Modelo con Power Query o proceso equivalente,Actualización reproducible sin fórmulas rotas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-COM-001,AF,13,1_fundamentos,Actividad comercial,0650,Proceso integral de la actividad comercial,"Gestionar compras, ventas, facturas y cobros","Relaciona pedido, albarán, factura, impuesto, vencimiento, pago y archivo.",1,sí,no,24,AF-BAS-003|AF-BAS-001,"Documentos mantienen trazabilidad || Calcula bases, descuentos e impuestos || Registra vencimiento y forma de pago",Expediente completo de compra y venta,Importes y referencias coherentes,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-COM-002,AF,14,1_fundamentos,Actividad comercial,0650,Proceso integral de la actividad comercial,Registrar el ciclo contable básico,"Clasifica hechos, realiza asientos sencillos y relaciona libro diario, mayor y balances.",1,sí,no,30,AF-COM-001,"Distingue activo, pasivo, patrimonio, gasto e ingreso || Registra operaciones con partida doble || Comprueba sumas y saldos",Libro diario y balance de comprobación de caso ficticio,Al menos 90 % de asientos correctos,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-CLI-001,AF,15,1_fundamentos,Comunicación y atención,0651,Comunicación y atención al cliente,"Atender y registrar consultas, quejas y reclamaciones","Escucha, informa, documenta, deriva y cierra incidencias con lenguaje profesional.",1,sí,no,18,AF-BAS-004,"Recoge hechos y necesidad || Explica plazo, responsable y siguiente paso || Registra y cierra la incidencia",Role-play y ficha de tres casos,Respuesta trazable y respetuosa,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-CLI-002,AF,16,2_aplicacion,Comunicación y atención,0651,Comunicación y atención al cliente,Gestionar comunicaciones y archivo multicanal,"Mantiene registro de entradas, salidas, llamadas, reuniones y documentación con criterios de acceso.",2,sí,no,16,AF-CLI-001|AF-BAS-001|AF-BAS-005,Clasifica cada comunicación || Mantiene plazos y responsables || Controla acceso y conservación,Registro de comunicaciones ficticio,"Sin pérdidas, duplicados ni acceso inadecuado",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-LAB-001,AF,17,2_aplicacion,Gestión laboral,0652,Gestión de recursos humanos,"Interpretar contratos, jornada y documentación laboral","Relaciona modalidad, jornada, periodo, salario, altas, bajas y expediente.",2,sí,no,22,AF-RRHH-001|AF-JUR-002,Selecciona modalidad coherente con caso || Identifica documentación y plazos || Mantiene expediente completo y confidencial,Expediente laboral ficticio,Documentos coherentes y plazos identificados,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-LAB-002,AF,18,2_aplicacion,Gestión laboral,0652,Gestión de recursos humanos,Calcular y revisar una nómina,"Calcula devengos, deducciones, bases y líquido y verifica coherencia.",2,sí,no,30,AF-LAB-001|AF-BAS-003,Identifica conceptos salariales y extrasalariales || Calcula bases y deducciones del caso || Comprueba líquido y coste empresarial,Tres nóminas ficticias con hoja de cálculo,90 % de cálculos correctos,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-FIN-001,AF,19,2_aplicacion,Gestión financiera,0653,Gestión financiera,Aplicar cálculo financiero,"Calcula interés, descuento, equivalencia, cuotas y coste efectivo en casos administrativos.",2,sí,no,24,AF-BAS-003|AF-OFI-002,Distingue tipo nominal y efectivo || Calcula cuotas o valor temporal || Explica supuestos y verifica resultados,Hoja de cálculo financiera,80 % de casos correctos y fórmulas documentadas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-FIN-002,AF,20,2_aplicacion,Gestión financiera,0653,Gestión financiera,"Gestionar tesorería, financiación y riesgo","Prepara previsiones, compara alternativas y controla cobros, pagos y liquidez.",2,sí,no,26,AF-FIN-001|AF-COM-001,"Elabora previsión de tesorería || Detecta déficit o excedente || Compara financiación por coste, plazo y riesgo",Presupuesto de tesorería y recomendación,Saldos correctos y decisión justificada,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-CON-001,AF,21,2_aplicacion,Contabilidad y fiscalidad,0654,Contabilidad y fiscalidad,Completar el ciclo contable,"Registra ajustes, amortizaciones, periodificaciones, regularización y cierre.",2,sí,no,34,AF-COM-002,Registra ajustes de fin de ejercicio || Calcula resultado y cierre || Prepara balance y cuenta de resultados coherentes,Caso contable completo,Descuadres inexistentes y asientos principales correctos,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-CON-002,AF,22,2_aplicacion,Contabilidad y fiscalidad,0654,Contabilidad y fiscalidad,Gestionar obligaciones fiscales básicas,"Relaciona operaciones con IVA, retenciones y otros modelos aplicables sin sustituir asesoramiento especializado.",2,sí,no,26,AF-CON-001|AF-COM-001,"Clasifica operaciones y tipos del caso || Calcula liquidación simulada || Identifica modelo, periodo y documentación soporte",Liquidación fiscal ficticia y expediente,Cálculos coherentes y fuentes normativas anotadas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-LOG-001,AF,23,2_aplicacion,Logística y compras,0655,Gestión logística y comercial,Planificar aprovisionamiento e inventario,"Calcula necesidades, stock, punto de pedido y coste y evalúa proveedores.",2,sí,no,24,AF-COM-001|AF-OFI-002,Calcula stock y punto de pedido || Compara proveedores con criterios ponderados || Documenta pedido y recepción,Plan de aprovisionamiento,Cálculos y selección justificadas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-LOG-002,AF,24,2_aplicacion,Logística y compras,0655,Gestión logística y comercial,Negociar y controlar compras,"Prepara condiciones, compara ofertas, registra incidencias y evalúa servicio.",2,sí,no,18,AF-LOG-001|AF-CLI-001,Define criterios y límites de negociación || Compara coste total y servicio || Registra acuerdo e incidencia,Cuadro comparativo y acta de negociación simulada,Decisión trazable y condiciones completas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-BI-001,AF,25,2_aplicacion,Datos y reporting,1665,Digitalización aplicada a los sectores productivos,Crear cuadros de mando administrativos y financieros,"Conecta datos, define KPI y presenta evolución, desviación y alertas.",2,sí,no,22,AF-OFI-003|AF-FIN-002,KPI tiene definición y fuente || Datos se actualizan de forma reproducible || El panel permite detectar una acción necesaria,"Dashboard de ingresos, gastos, tesorería y cobros",Cifras reconciliadas y métricas documentadas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-DIG-001,AF,26,2_aplicacion,Digitalización,1665,Digitalización aplicada a los sectores productivos,Automatizar procesos administrativos con control,"Mapea flujo, elimina duplicación, define excepciones, trazabilidad y revisión humana.",2,sí,no,16,AF-OFI-003|AF-BAS-005,"Proceso actual y futuro documentados || Automatización conserva trazabilidad || Excepciones, errores y permisos están definidos",Flujo automatizado ficticio,Ahorro medible y controles presentes,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-SUS-001,AF,27,2_aplicacion,Sostenibilidad,1708,Sostenibilidad aplicada al sistema productivo,Aplicar sostenibilidad y calidad a procesos administrativos,"Reduce papel, errores, desplazamientos y consumo y mejora accesibilidad y conservación.",1,sí,no,8,,Identifica impactos de un proceso || Propone tres mejoras con indicador || Incluye accesibilidad y cumplimiento,Plan de mejora,Tres acciones medibles,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-ENG-001,AF,28,2_aplicacion,Inglés profesional,0179,Inglés profesional (GS),Gestionar comunicaciones administrativas en inglés,"Comprende facturas, pedidos y correos y responde de forma profesional.",1,sí,no,16,AF-BAS-004,Interpreta campos de un documento comercial || Redacta email de seguimiento || Explica un estado de pedido o pago,Expediente bilingüe breve,Información esencial correcta,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-EMP-001,AF,29,3_empleabilidad,Empleabilidad,1709|1710,Itinerario personal para la empleabilidad I y II,Preparar candidatura administrativa,"Adapta CV, demuestra Excel y procesos y analiza requisitos de ofertas y bolsas.",2,sí,no,18,AF-OFI-002|AF-CLI-001|AF-COM-001,"CV adaptado a un puesto || Portfolio con hoja, expediente y dashboard || Matriz de requisitos y documentación de tres ofertas","CV, portfolio y matriz de brechas",Evidencias verificables y candidatura completa,empleo|prácticas|bolsa|formación_en_empresa,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
AF-SIM-001,AF,30,3_empleabilidad,Simulación empresarial,0656,Simulación empresarial,Gestionar una empresa simulada de forma integrada,"Coordina constitución, compras, ventas, personal, contabilidad, fiscalidad, tesorería y atención.",3,sí,no,48,AF-JUR-002|AF-LAB-002|AF-CON-002|AF-FIN-002|AF-LOG-001,Procesos mantienen trazabilidad entre departamentos || Documentación e importes cuadran || Se revisan resultados y se corrigen incidencias,Expediente anual de empresa simulada,Sin incoherencias críticas entre áreas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportals%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2329,https://www.juntadeandalucia.es/boja/2013/77/9,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
